,cust_no,Recency,Frequency,Monetary
16513,0xb2d1d225,177,9.0,610699.5666666665
16516,0xb2d0a06d,365,2.0,42378.662
16517,0xb2d3a1c3,283,3.0,753811.7366666667
16518,0xb2d48e4e,353,1.0,602.2733333333334
16519,0xb2d528e6,365,13.0,111408.635
16520,0x3b9b125a,536,138.0,488482.415
16521,0xb2d61055,279,29.0,3013.336666666666
16526,0xb2d148cd,193,7.0,209191.18777777776
16528,0xb2d3f0ce,525,17.0,1041.8266666666666
16529,0xb2d3492b,136,1.0,37510.00833333334
16530,0xb2d20678,243,20.0,9923.160000000002
16534,0xb2d2bd84,602,12.0,10281.888333333334
16535,0xb2d207d7,214,4.0,321520.35833333334
16538,0xb2d630ad,147,1.0,7748.195
16540,0xb2d60a13,161,3.0,253336.2
16542,0xb2d077a5,445,6.0,262526.1511111112
16543,0xb2d12e8d,530,2.0,41736.71
16544,0xb2d26504,459,4.0,1237834.3566666667
16545,0xb2d6a409,188,4.0,76296.45374999999
16546,0xb2d28b11,380,8.0,278341.1883333333
16547,0xb2d58e23,206,57.0,1167.6333333333332
16549,0xb2d2287d,338,3.0,3288538.778333333
16550,0x3b9b43cb,551,1.0,285955.8216666667
16551,0xb2d3b26a,353,16.0,101731.74222222222
16553,0xb2d62300,94,15.0,108666.54166666669
16554,0xb2d65ca8,153,2.0,250021.43333333332
16555,0xb2d60950,164,30.0,25654.18
16556,0xb2d1295c,290,1.0,4716.616666666667
16560,0xb2d24a16,207,299.0,2129.826666666667
16562,0xb2d6f737,106,13.0,43667.31
16564,0xb2d70910,114,14.0,1199259.3733333333
16565,0xb2d6ef87,125,5.0,130007.99333333332
16568,0xb2d25b86,162,6.0,363991.28
16570,0xb2d60b8a,211,8.0,1857.3066666666664
16571,0xb2d09ab8,105,6.0,82909.1575
16573,0xb2d321a1,209,3.0,98554.434
16575,0xb2d23cf6,418,25.0,480373.01166666666
16576,0xb2d23a47,545,7.0,89153.50666666665
16579,0xb2d5cbf1,154,4.0,32525.236666666664
16582,0xb2d81200,92,3.0,100711.33333333331
16583,0xb2d6358a,242,7.0,26859.98833333333
16584,0xb2d1bde5,108,93.0,8595.386666666667
16585,0xb2d88a72,95,369.0,1035.6025
16586,0xb2d081f2,119,14.0,238339.92166666663
16589,0xb2d68279,103,5.0,118937.76666666666
16592,0xb2d0b471,584,45.0,327500.0
16593,0xb2d6db38,117,5.0,45355.15
16594,0xb2d1a9ba,98,17.0,1176157.8983333334
16595,0xb2d53831,384,16.0,164040.585
16597,0xb2d56069,272,5.0,305257.96714285715
16598,0x3b9af25c,291,38.0,7062.673333333333
16600,0xb2d8e9cd,568,2.0,45000.1575
16602,0xb2d5a2cc,154,3.0,652194.6183333333
16609,0xb2d207ec,101,17.0,153391.42833333332
16612,0xb2d210f8,570,402.0,40163.14833333333
16614,0xb2d3ebdf,520,12.0,1632409.585
16615,0xb2d24ba8,141,2.0,110304.82833333332
16618,0xb2d6acca,187,165.0,8230.88
16620,0xb2d6110c,123,3.0,187399.32666666663
16621,0xb2d50cab,351,1.0,202847.90666666668
16622,0xb2d10f5e,143,24.0,162864.29375
16623,0xb2d2d08f,406,94.0,11586005.00142857
16624,0x3b9b0e6a,201,44.0,1092007.637777778
16625,0xb2d35465,184,8.0,1461.7133333333331
16626,0xb2d78353,100,35.0,41.41166666666666
16627,0xb2d27665,192,8.0,789793.1228571428
16628,0xb2d1928c,379,16.0,132613.458
16629,0xb2d107f6,376,59.0,4334.43
16631,0xb2d31190,183,55.0,1860.175
16632,0xb2d17dc8,623,188.0,1883.993333333333
16633,0xb2d30eea,437,5.0,54.696666666666665
16638,0xb2d1d021,120,2.0,850194.8133333334
16640,0xb2d13d48,91,37.0,190000.0
16643,0xb2d1de9d,397,19.0,450026.885
16645,0xb2d6076a,209,1.0,250041.86166666663
16648,0xb2d58ee0,289,6.0,12503.4175
16652,0xb2d0d628,196,39.0,100000.0
16653,0xb2d10cfd,245,21.0,67393.395
16654,0xb2d079b8,120,16.0,174050.58666666664
16655,0xb2d2611d,379,2.0,62048.905
16657,0xb2d23ffc,103,17.0,50296.21166666667
16658,0xb2d2ade5,510,15.0,385719.7242857143
16659,0x3b9b3e94,503,10.0,160556.89222222223
16660,0xb2d260d8,200,3.0,153354.63499999998
16663,0xb2d5aec3,94,13.0,852661.3875
16665,0xb2d3bd0e,99,40.0,185000.18333333332
16669,0xb2d5da40,114,24.0,17522.905000000002
16671,0xb2d1adb0,109,13.0,1608124.1583333334
16676,0xb2d40bf5,475,32.0,2100000.0
16677,0xb2d4b3b6,99,13.0,1750283.9900000002
16682,0xb2d161ae,219,49.0,247.20666666666665
16685,0xb2d5fd65,287,13.0,191218.55
16686,0xb2d14615,146,2.0,346102.59
16688,0xb2d312d4,119,10.0,36450.691666666666
16690,0xb2d06c62,344,2.0,177688.05625
16691,0xb2d5934e,169,24.0,270377.2076923077
16693,0xb2d3a457,164,11.0,333208.7966666667
16694,0xb2d21119,220,45.0,33680.381428571425
16695,0xb2d2f9a8,530,6.0,320077.405
16696,0xb2d4862c,206,4.0,1871698.881111111
16697,0xb2d3100a,285,60.0,1192.1366666666663
16699,0xb2d374cf,550,11.0,303.44
16700,0xb2d45d31,501,1.0,45064.135
16702,0xb2d3d544,248,24.0,390354.9
16704,0xb2d337d0,366,26.0,143030.00333333336
16705,0xb2d0a6e2,472,9.0,310162.12166666664
16708,0xb2d3160d,521,12.0,468516.7866666667
16709,0xb2d2b39d,366,9.0,115011.42833333334
16710,0xb2d333c2,411,1.0,20834.83
16711,0xb2d2db2a,375,33.0,438.5166666666667
16712,0xb2d20813,190,17.0,2767.883333333333
16713,0xb2d525a4,299,6.0,53593.38799999999
16715,0xb2d5a7bb,104,30.0,730272.3108333332
16719,0xb2d601d6,147,150.0,34561.590000000004
16720,0xb2d53171,125,3.0,2440022.143333333
16721,0xb2d5c33f,208,4.0,8520.862500000001
16722,0xb2d2707d,620,34.0,695390.2183333333
16725,0xb2d1bcbc,213,3.0,1772770.831666667
16729,0xb2d83a05,94,73.0,1724.7733333333333
16731,0xb2d2d28a,191,7.0,141492.89846153848
16732,0xb2d09ff5,168,29.0,301446.7216666667
16733,0xb2d0d52c,365,24.0,22610.04875
16735,0xb2d2a1f1,330,3.0,58411.76666666666
16736,0xb2d37a37,229,14.0,7941.280000000002
16738,0xb2d6d09e,109,10.0,96191.477
16740,0xb2d58710,283,13.0,189423.15666666665
16741,0xb2d1f332,282,2.0,7520.156249999999
16743,0xb2d2663a,301,22.0,151326.69133333335
16744,0xb2d21768,95,9.0,2416086.2183333333
16745,0xb2d38856,527,3.0,34618.56555555555
16749,0xb2d11d8a,272,3.0,147416.1692307692
16750,0xb2d2c313,427,13.0,1648384.0339999998
16752,0xb2d41235,301,1.0,210203.46555555557
16753,0xb2d3163b,212,32.0,12373.213333333331
16754,0xb2d46e8d,192,3.0,405704.29
16759,0xb2d62349,247,11.0,219026.55777777775
16760,0x3b9b4069,176,10.0,138661.93428571432
16764,0xb2d6c6d2,157,3.0,100020.89
16766,0xb2d1fe60,334,12.0,201039.58
16767,0xb2d6b4c9,155,5.0,18919.75
16768,0xb2d4b198,208,10.0,635897.225
16771,0xb2d5ac1b,177,2.0,21779.606666666667
16772,0xb2d44427,493,11.0,800016.6100000001
16774,0xb2d11a18,511,2.0,457620.4133333333
16776,0xb2d64866,192,8.0,25405.601111111107
16780,0xb2d7ec2a,572,1.0,10991.146666666667
16781,0x3b9af110,187,88.0,230490.31
16785,0xb2d6ebd1,117,35.0,192741.10666666663
16788,0xb2d580aa,333,1.0,30.656666666666663
16790,0xb2d389be,589,5.0,272250.6511111111
16791,0xb2d62580,276,1.0,12142.548
16792,0xb2d1ee4f,185,6.0,268402.6388888889
16793,0xb2d3777c,368,3.0,2875672.641666667
16794,0xb2d0f852,575,19.0,258759.755
16796,0xb2d320f7,94,7.0,17870.523333333334
16797,0xb2d2b5e1,194,24.0,12023.549999999996
16798,0x3b9b2d2e,201,9.0,193545.33500000005
16801,0xb2d52e21,329,3.0,442608.7383333333
16802,0xb2d0f9f0,174,24.0,90050.43444444444
16803,0xb2d3558f,106,7.0,3312.7533333333326
16804,0xb2d2e743,104,25.0,725683.89
16805,0xb2d08dae,418,13.0,112365.16
16809,0xb2d5e85a,110,13.0,149214.2111111111
16810,0xb2d2a8af,92,2.0,332398.13166666665
16813,0xb2d22125,277,3.0,857580.86
16816,0xb2d588e7,108,7.0,32583.17333333334
16818,0x3b9b2f32,487,102.0,298552.65777777776
16819,0xb2d2be57,427,15.0,273719.6771428572
16820,0xb2d244a4,157,7.0,144006.3225
16823,0xb2d26d7e,385,9.0,102664.57333333332
16824,0xb2d41aab,335,8.0,100068.74
16825,0xb2d1e4bc,188,12.0,1025599.94
16826,0xb2d5cc82,182,6.0,262333.9383333333
16828,0xb2d39c33,213,12.0,171275.51454545456
16829,0xb2d210a5,213,43.0,156062.36666666667
16830,0xb2d617c4,115,5.0,84508.00333333333
16831,0x3b9af23f,98,63.0,317544.8155555555
16832,0xb2d5f2ce,307,9.0,285630.65125
16834,0xb2d3955e,517,10.0,260.11
16839,0xb2d3404d,375,24.0,3754.293333333333
16841,0xb2d63765,104,20.0,325683.075
16842,0xb2d40bf3,473,11.0,6996.246666666667
16844,0xb2d78c63,108,19.0,24075.803333333333
16845,0xb2d3515d,415,7.0,293435.955
16846,0xb2d171d5,207,24.0,6665358.946363636
16847,0xb2d09c8d,104,67.0,6555.87090909091
16848,0xb2d51492,423,3.0,177139.46
16849,0xb2d249c6,275,13.0,399816.1542857143
16850,0xb2d59067,354,14.0,8914.256666666666
16851,0xb2d5cf25,133,2.0,2.53
16853,0xb2d6c840,100,2.0,100.39333333333332
16855,0xb2d644dc,112,5.0,100003.65000000002
16858,0xb2d0dd0a,194,16.0,267266.04777777777
16863,0xb2d4c05c,117,14.0,319506.1971428571
16864,0xb2d6f303,575,2.0,30000.248333333337
16865,0xb2d53463,237,14.0,1731.1366666666663
16867,0xb2d641ca,189,5.0,114327.10777777775
16872,0xb2d716d0,119,13.0,180230.736
16875,0x3b9b368e,195,16.0,842870.5528571429
16876,0xb2d53628,109,10.0,403031.8028571428
16877,0xb2d440eb,221,5.0,231706.86666666667
16880,0xb2d171fc,133,13.0,119868.72111111112
16882,0x3b9b36d9,202,4.0,151675.02
16883,0xb2d3ee62,114,15.0,380011.91444444447
16893,0xb2d6d5c6,93,8.0,11523.933333333334
16894,0xb2d4e753,375,32.0,10833.95
16895,0xb2d64326,96,9.0,55381.2
16896,0xb2d23b4a,119,10.0,997358.67
16898,0xb2d4829d,365,176.0,440.02
16900,0xb2d5657d,361,10.0,21613.1
16902,0xb2d2e9d1,440,4.0,753019.6166666667
16903,0xb2d18834,385,6.0,190034.6825
16904,0xb2d0fea0,395,7.0,84131.19916666667
16905,0xb2d5bd37,312,16.0,48665.60714285715
16909,0xb2d1a5a1,419,5.0,314316.9057142857
16910,0xb2d58215,161,2.0,34175.03333333333
16913,0xb2d6bbc5,102,4.0,55692.28333333335
16914,0xb2d4d052,400,4.0,7000.549999999999
16916,0xb2d5899b,242,133.0,49633.654285714285
16918,0xb2d31674,111,17.0,518888.8977777778
16920,0xb2d3a66e,209,21.0,9518.463333333331
16921,0xb2d2c412,182,78.0,16418.059999999998
16923,0xb2d60516,114,8.0,630334.9783333334
16924,0xb2d1b85b,357,1.0,1251412.7683333333
16927,0xb2d5fb92,286,14.0,185002.7333333333
16929,0xb2d06baf,382,5.0,316627.74
16930,0xb2d553d7,269,12.0,393.4066666666667
16936,0xb2d1a16c,476,218.0,4061.476666666667
16937,0xb2d5ced4,162,13.0,200751.25
16938,0xb2d34ef3,474,16.0,276719.745
16939,0xb2d8ea04,568,2.0,7500.0275
16940,0xb2d42114,308,3.0,100949.73866666669
16942,0xb2d24147,102,70.0,2137917.981666667
16944,0xb2d19533,185,201.0,3612.053333333333
16945,0xb2d56bc2,319,3.0,90001.57666666668
16946,0xb2d60a23,140,2.0,25000.255
16948,0xb2d22f4a,575,8.0,663484.2783333333
16951,0xb2d0bb50,366,8.0,321070.802
16952,0xb2d10c23,475,1.0,110102.11
16953,0xb2d55c2c,250,16.0,322891.2166666667
16954,0xb2d6a917,119,2.0,1.4366666666666668
16955,0xb2d1010a,91,8.0,36502.54666666666
16958,0xb2d3bbd1,133,6.0,163404.62777777776
16963,0xb2d3f591,99,29.0,3391858.6933333334
16967,0xb2d1caa3,109,6.0,52956.11583333334
16969,0xb2d4a2c5,211,17.0,357166.1742857142
16972,0xb2d55f5f,216,286.0,3389.7000000000003
16974,0xb2d27d56,173,205.0,2024.0766666666668
16975,0x3b9af27e,602,147.0,168618.08600000004
16977,0xb2d59568,277,3.0,5005183.481666666
16978,0xb2d24c5d,474,4.0,53501.013333333336
16979,0xb2d29b9b,368,2.0,425079.17
16980,0xb2d2c8b0,613,21.0,4360.491666666668
16982,0xb2d6bce2,152,6.0,676409.6
16984,0xb2d3f759,196,7.0,1599.84
16985,0xb2d4277a,94,68.0,476590.3591666667
16988,0xb2d4d910,234,37.0,73911.115
16989,0xb2d62fbe,172,14.0,187565.78285714285
16994,0xb2d4ee82,298,7.0,155393.53833333336
16995,0xb2d52c0b,108,22.0,1902.84
16996,0xb2d6a110,95,6.0,171260.71166666664
16997,0xb2d6246f,125,5.0,78815.42899999999
16998,0xb2d23fd6,465,4.0,375279.29
16999,0xb2d41097,107,13.0,239807.61333333328
17000,0xb2d4adb7,243,135.0,3540.8666666666663
17001,0xb2d280a7,183,7.0,108359.93222222224
17002,0xb2d0ecdc,143,6.0,77349.83333333333
17003,0xb2d2f9cd,200,62.0,205056.74555555556
17008,0xb2d58b99,98,24.0,5546.61
17009,0x3b9af167,494,34.0,99276.60333333336
17010,0xb2d32e11,478,15.0,26967.14
17011,0xb2d14910,94,2.0,106535.33
17012,0xb2d6b391,95,5.0,4290560.005
17014,0xb2d0b59b,396,3.0,121237.735
17015,0xb2d42d3b,213,12.0,837633.115
17016,0xb2d63594,208,37.0,20570.983333333334
17024,0xb2d62cd6,156,5.0,70731.05000000002
17026,0xb2d5b620,246,4.0,44035.91333333333
17029,0xb2d1d5a7,398,5.0,218240.74
17031,0xb2d1d3ee,536,3.0,50612.59333333335
17034,0xb2d312f9,519,3.0,2241784.808333333
17035,0xb2d511e9,134,10.0,315305.2216666667
17038,0xb2d41628,185,8.0,5898738.175000001
17043,0xb2d5b068,260,29.0,106439.10833333334
17046,0xb2d14f46,220,157.0,3950.7
17048,0xb2d801cf,92,3.0,7184.7
17049,0xb2d69ac8,186,7.0,191263.8625
17050,0xb2d68484,112,5.0,31737.155
17052,0xb2d187c5,235,3.0,8801.952
17053,0xb2d4e3d5,367,2.0,175026.6225
17055,0xb2d0eecb,583,5.0,502289.484
17056,0xb2d43db8,402,3.0,2265560.02
17058,0xb2d5edee,130,30.0,6264.065
17061,0xb2d1efb7,452,19.0,405907.416
17063,0xb2d63ca8,161,3.0,25521.066666666666
17066,0xb2d2a41d,264,78.0,83994.58625
17067,0xb2d34f74,174,2.0,18.71
17069,0xb2d23586,190,2.0,254392.34666666668
17070,0xb2d38eaa,218,18.0,394370.4483333333
17071,0xb2d4e3c6,296,5.0,183836.595
17073,0xb2d1c452,185,3.0,280638.30666666664
17076,0xb2d1f22a,183,1.0,1337740.191666667
17077,0xb2d419a6,185,4.0,1040074.4
17078,0xb2d585b4,374,10.0,43642.151666666665
17082,0xb2d1941f,290,83.0,37537.81625
17083,0xb2d2a135,209,9.0,495950.6016666666
17088,0xb2d78eee,93,6.0,365919.0555555556
17089,0xb2d08a15,572,21.0,37700.42888888888
17090,0xb2d3344d,158,15.0,2831299.22
17091,0xb2d6af1a,186,188.0,8843.789999999999
17092,0xb2d270c0,245,5.0,440616.58
17094,0xb2d20eec,368,2.0,2353128.521666667
17095,0xb2d410e8,479,3.0,126681.30333333332
17097,0xb2d24fc9,601,7.0,100032.645
17098,0xb2d3cc36,274,10.0,186677.7433333333
17099,0xb2d54b94,93,158.0,13645.444999999998
17100,0xb2d584a0,143,6.0,15001.406666666668
17101,0xb2d6e871,100,5.0,3097.966666666667
17104,0xb2d57408,390,10.0,376002.4583333333
17108,0xb2d65b1a,120,3.0,15483.743333333334
17110,0xb2d65b41,177,3.0,45793.213333333326
17111,0xb2d48bdf,462,10.0,550752.2675
17112,0xb2d683d0,205,13.0,62841.54666666666
17115,0xb2d56ece,124,1.0,48830.435000000005
17116,0xb2d437ee,529,5.0,776695.0633333335
17117,0xb2d2c9ee,471,1.0,1025.32
17118,0xb2d289ad,302,49.0,5764.026666666666
17119,0xb2d41418,231,5.0,70307.76599999999
17121,0xb2d350bb,94,3.0,945619.3866666668
17123,0xb2d24696,349,2.0,36958.13333333334
17124,0xb2d7c014,91,3.0,137410.46833333335
17126,0xb2d3bdba,281,5.0,139519.70833333334
17129,0xb2d4999e,289,18.0,141568.18833333332
17130,0xb2d350e8,365,3.0,75028.81666666667
17133,0xb2d6b610,94,197.0,5220.9
17134,0xb2d352d1,186,25.0,472663.4116666667
17137,0xb2d1a0ee,456,10.0,275726.2083333333
17140,0xb2d55c11,182,8.0,35434.95625
17141,0xb2d487b9,255,397.0,89391.84666666666
17142,0xb2d22a88,222,24.0,559468.874
17144,0xb2d623e5,229,4.0,40124.115
17147,0x3b9af12b,535,159.0,3759.65
17149,0xb2d411d2,189,23.0,109820.02333333332
17150,0xb2d60dc8,140,6.0,81597.62142857142
17151,0xb2d2919f,186,5.0,105115.35714285714
17152,0xb2d5e56c,165,1.0,15376.6025
17153,0xb2d670e0,97,1.0,3006.523333333333
17154,0xb2d1758f,104,4.0,60606.022
17155,0x3b9b1c2a,353,8.0,5256.473333333333
17156,0xb2d4f290,294,56.0,262333.3333333333
17161,0xb2d2aeac,214,10.0,1405882.695
17162,0x3b9b40ae,133,6.0,133432.57333333336
17163,0xb2d1cbb4,300,5.0,130360.76666666666
17164,0xb2d4d757,317,10.0,244365.22333333336
17168,0x3b9b0fc1,390,70.0,238201.17833333332
17170,0xb2d0c6ab,348,2.0,250504.60333333336
17171,0xb2d303f9,577,4.0,2607439.8250000007
17174,0xb2d21b19,518,3.0,880939.4616666668
17176,0xb2d0b9c7,113,6.0,141086.11000000002
17179,0xb2d44337,409,11.0,631869.5166666667
17180,0xb2d2fb86,121,5.0,227197.335
17181,0xb2d33a05,517,9.0,901117.2883333334
17182,0xb2d6e65e,123,7.0,214286.15714285715
17183,0xb2d076e3,389,10.0,284382.90444444446
17187,0xb2d21291,373,7.0,381138.25333333336
17190,0xb2d5e764,179,196.0,6067.033333333333
17193,0xb2d5d6b7,189,3.0,67533.60777777777
17194,0xb2d3b6f4,111,11.0,17088.893333333333
17197,0xb2d57efa,121,15.0,858428.5199999999
17198,0xb2d5a95a,213,32.0,43001.625
17200,0xb2d611cd,140,11.0,301570.18
17201,0xb2d334b3,197,6.0,2260562.33
17202,0xb2d5be75,162,2.0,38765.46666666667
17204,0xb2d23bb6,570,1.0,67492.652
17208,0xb2d52659,265,18.0,29263.91333333333
17209,0xb2d61efc,265,23.0,11437.68
17211,0xb2d21a8c,621,61.0,657.8966666666668
17214,0xb2d47436,344,1.0,33465.67
17218,0xb2d19a58,98,28.0,311628.16
17219,0xb2d0f531,545,11.0,8947.816666666666
17220,0xb2d40f35,294,7.0,662993.1766666668
17221,0xb2d307fb,462,28.0,3002495.106666667
17222,0xb2d4bca2,194,67.0,3428.3099999999995
17223,0xb2d40977,552,1.0,8639.300000000001
17224,0xb2d3d581,199,31.0,72650.81999999999
17225,0xb2d3f7fb,368,3.0,333.59666666666664
17226,0xb2d48c3f,487,3.0,31644.57833333333
17230,0xb2d21d4d,190,3.0,1315763.1266666667
17232,0xb2d6b44e,101,6.0,5.83
17235,0xb2d2a9c0,407,7.0,47017.74166666667
17237,0xb2d13794,357,9.0,135005.505
17239,0xb2d6bd60,107,3.0,5060496.316666666
17241,0xb2d3c3c0,163,6.0,12505.6725
17244,0xb2d21d1d,427,3.0,608704.15
17246,0xb2d5820f,99,3.0,171284.16400000002
17247,0xb2d2ab37,388,1.0,183770.122
17248,0xb2d24fa2,603,9.0,57952.40333333333
17249,0xb2d60de6,288,4.0,3925.2975
17250,0xb2d2af39,253,12.0,260275.8925
17254,0xb2d29361,285,7.0,922688.3316666668
17256,0xb2d2de19,443,14.0,125571.70166666666
17258,0xb2d22101,584,17.0,128526.58833333332
17260,0xb2d656d0,115,4.0,412687.24333333335
17262,0xb2d6a362,145,54.0,25079.8375
17263,0xb2d2082c,635,173.0,15471.24
17265,0xb2d1dcfa,371,4.0,54034.886666666665
17267,0xb2d6ad01,187,78.0,2235.85
17268,0xb2d5aea9,346,7.0,42635.85400000001
17269,0xb2d53b1a,214,3.0,1883419.656666667
17271,0xb2d07863,419,118.0,30296.814
17272,0xb2d55413,398,9.0,1054.5266666666666
17273,0xb2d5cf79,158,4.0,41021.37
17274,0xb2d6c5b5,112,14.0,1003782.97
17276,0xb2d3099f,591,10.0,96036.77875
17277,0xb2d68c9a,97,11.0,1339.9033333333334
17280,0xb2d10992,218,9.0,177547.8366666666
17283,0xb2d62259,171,30.0,60321.03833333333
17286,0xb2d6f231,137,8.0,75835.21666666666
17288,0xb2d62ec8,251,4.0,176692.16333333336
17292,0xb2d28aa0,394,3.0,679129.3150000001
17293,0xb2d4ce1b,434,2.0,3558.0166666666664
17294,0xb2d15c1e,119,3.0,84246.63555555555
17295,0xb2d3c684,284,1.0,91062.112
17298,0xb2d1f908,367,4.0,1512370.215
17299,0xb2d4c143,426,5.0,60080.464
17300,0xb2d5ff94,97,6.0,22843.526250000003
17301,0xb2d52b8d,272,219.0,20775.35
17304,0xb2d35d24,534,3.0,173448.30333333334
17306,0xb2d58bf6,287,326.0,8210.1
17307,0xb2d58e4e,252,9.0,10094.1775
17310,0xb2d0df7a,180,51.0,169283.65666666668
17311,0xb2d53823,110,87.0,97218.224
17313,0xb2d55f80,389,3.0,15767.294285714286
17314,0xb2d09bee,518,2.0,25804.87833333333
17315,0xb2d6a974,110,26.0,119483.81
17316,0xb2d37c02,136,4.0,4805.463333333334
17321,0xb2d5b206,213,3.0,18893.99
17322,0xb2d4a9eb,350,4.0,2235.816666666667
17324,0xb2d43221,109,2.0,2088.683333333333
17325,0xb2d58cc5,252,4.0,18407.868
17327,0xb2d42930,228,13.0,158634.52666666664
17328,0xb2d3915f,458,5.0,1500087.9533333331
17329,0xb2d261e7,397,3.0,1071042.673333333
17330,0xb2d23cf1,150,3.0,356383.52
17331,0xb2d4353c,151,3.0,12660.743333333334
17335,0xb2d0959d,383,13.0,1187572.41
17336,0xb2d20c6a,108,16.0,307262.3383333333
17337,0xb2d6c4ec,153,2.0,200237.175
17338,0xb2d1e327,380,13.0,152248.04666666666
17342,0xb2d62640,220,13.0,26.10333333333333
17344,0xb2d58251,372,7.0,306741.2216666667
17346,0xb2d3f687,143,1.0,3999.053333333333
17347,0xb2d6a113,103,11.0,355196.8155555555
17349,0xb2d343bf,592,8.0,14116.330000000002
17350,0xb2d504f6,287,10.0,435181.7216666666
17351,0xb2d200dc,596,15.0,117169.98833333331
17353,0xb2d5785b,353,2.0,60042.68166666666
17354,0xb2d445fe,292,1.0,103932.91333333334
17355,0xb2d5cc8e,175,6.0,41354.15714285714
17356,0xb2d11136,186,4.0,25145.06
17358,0xb2d27b10,139,13.0,20000.57
17359,0xb2d8f62e,575,2.0,150002.11
17360,0xb2d4cdca,203,139.0,357.45666666666665
17362,0xb2d6fb19,123,7.0,134282.16555555555
17365,0xb2d14e1a,370,3.0,27595.96666666667
17368,0xb2d60930,131,7.0,95609.48166666667
17370,0x3b9b46cf,276,3.0,47734.18333333334
17375,0xb2d6911d,146,11.0,41333.65666666667
17377,0xb2d687ba,207,13.0,41136.888333333336
17379,0xb2d2a0ae,404,6.0,678496.4533333334
17380,0xb2d5ee6f,173,6.0,166881.73166666666
17381,0xb2d3b7ff,313,4.0,10668.053333333331
17382,0xb2d11d7e,528,8.0,128180.045
17383,0x3b9b2bae,179,99.0,5193.466666666667
17384,0xb2d48c66,342,17.0,1660.4799999999998
17385,0xb2d13887,460,2.0,20000.225
17386,0xb2d78bfa,93,7.0,275014.0183333333
17387,0xb2d296dc,306,8.0,5.31
17388,0xb2d446d6,442,5.0,63097.18333333333
17389,0xb2d5e37d,190,12.0,246209.52
17391,0xb2d4350c,197,8.0,75322.25833333333
17392,0xb2d3bbf8,522,1.0,2071.313333333333
17393,0xb2d1886d,386,6.0,98411.07555555557
17394,0x3b9b4105,582,2.0,16004.484000000002
17395,0x3b9b468a,96,149.0,60105.40166666667
17396,0xb2d5a6b1,212,8.0,340757.69999999995
17398,0xb2d134f7,599,25.0,1154090.9933333334
17401,0xb2d5d5e8,194,5.0,5044.610000000001
17402,0xb2d1ee4c,434,3.0,502302.19333333336
17405,0xb2d1c743,188,18.0,433352.3483333334
17406,0xb2d35391,317,3.0,50347.95500000001
17409,0xb2d0ada3,572,10.0,45152.35375
17410,0xb2d2f349,292,2.0,125021.535
17412,0xb2d2252a,563,6.0,139671.96416666664
17415,0xb2d21333,211,7.0,6649.546666666666
17416,0xb2d4cbb7,185,35.0,3807.0733333333337
17417,0xb2d1236c,194,7.0,72940.77999999998
17418,0xb2d32205,251,7.0,30704.286666666667
17420,0xb2d2916f,94,20.0,43603.695
17422,0xb2d5bbe4,290,3.0,15063.648333333336
17423,0xb2d2bdca,450,9.0,1246011.8983333332
17425,0xb2d399ea,187,17.0,5985515.705000001
17427,0xb2d2cb62,185,13.0,11462419.554285714
17431,0xb2d62b41,152,1.0,126755.04666666668
17432,0xb2d5a180,185,5.0,198789.57888888888
17437,0xb2d0f846,365,13.0,217765.24666666667
17438,0xb2d22a7f,255,51.0,1111414.802222222
17439,0xb2d4b88e,203,79.0,88108.63833333332
17440,0xb2d45996,365,4.0,2852.4533333333334
17441,0xb2d51f30,384,192.0,1242.493333333333
17442,0xb2d65ac0,201,16.0,219570.00375
17446,0xb2d24033,163,5.0,127868.36625
17451,0xb2d42303,400,4.0,25204.573333333334
17452,0xb2d0cd7d,191,24.0,59200.14583333332
17457,0xb2d22c23,111,20.0,14866.666666666666
17458,0xb2d48a92,352,6.0,30388.77833333333
17459,0xb2d37cc5,325,4.0,31661.28
17461,0xb2d0be41,231,188.0,1937.0983333333331
17463,0xb2d25164,624,2.0,75611.65833333333
17465,0xb2d20688,578,3.0,4265112.586666667
17467,0xb2d2831a,187,13.0,1790151.278333333
17468,0xb2d206d0,514,4.0,85929.02555555555
17469,0xb2d4784a,94,5.0,450507.8275
17472,0xb2d31773,214,5.0,262242.4388888889
17474,0xb2d175a7,264,2.0,125000.84833333334
17476,0xb2d176ac,369,3.0,25639.295
17477,0xb2d2728b,244,3.0,1106382.423333333
17478,0xb2d5747d,98,20.0,19130.936
17479,0xb2d7857f,93,5.0,155005.41666666666
17483,0xb2d426d5,441,86.0,4817.643333333333
17484,0xb2d5e76d,291,23.0,39456.492
17485,0xb2d1da00,97,3.0,335673.61833333335
17488,0xb2d63fd8,238,9.0,284655.128
17489,0xb2d5e0fb,255,9.0,151759.47833333333
17491,0xb2d6cf0f,138,15.0,10526.5
17492,0xb2d5da7d,303,6.0,52881.32250000001
17493,0xb2d3ff81,232,17.0,34649.16
17497,0xb2d68748,172,16.0,36687.098333333335
17498,0xb2d5f586,91,5.0,57745.55888888889
17499,0xb2d1332f,427,3.0,1242.25
17500,0xb2d2e3f5,602,3.0,766460.5983333333
17501,0xb2d5c5a1,205,15.0,591844.1283333333
17503,0xb2d308ac,103,2.0,156033.446
17504,0xb2d39a6b,156,3.0,251583.275
17505,0xb2d63813,113,6.0,34993.43
17507,0xb2d3a9a7,119,75.0,2012.5933333333332
17509,0x3b9b1915,374,52.0,1941851.592
